ALFABETA;"PRINCIPIO ACTIVO";"MARCA COMERCIAL";PRESENTACION;LABORATORIO;"PVP PAMI AL 30/04/2021";COBERTURA;"IMPORTE AFILIADO"
17764;calcio.carbonato+vit.d3;"CALCIO BASE DUPOMAR D";"comp.x 60";Investi;607.78;60;243.11
35846;calcio.citrato+vit.d3;"CITRAMAR D 200";"comp.x 30";Investi;295.22;60;118.09
35847;calcio.citrato+vit.d3;"CITRAMAR D 400";"comp.x 30";Investi;361.01;60;144.4
24005;calcio.citrato+vit.d3;"CITRAMAR D 200";"comp.x 60";Investi;583.13;60;233.25
25681;calcio.citrato+vit.d3;"CITRAMAR D 400";"comp.x 60";Investi;633.89;60;253.56
7483;calcitriol;CALCITRIOL;"0.25 mcg caps.x 30";Investi;765.24;60;306.1
37230;cefalexina;"CEPOREXIN DUO 1 GR";"1 g comp.x 14";Investi;869.2;60;347.68
619;cefalexina;CEPOREXIN;"500 mg comp.x 16";Investi;448.92;60;179.57
618;cefalexina;CEPOREXIN;"500 mg comp.x 8";Investi;259.28;60;103.71
36746;cefalexina;CEPOREXIN;"500 mg susp.x 120 ml";Investi;184.77;60;73.91
20637;cefalexina;CEPOREXIN;"500 mg susp.x 90 ml";Investi;450.62;60;180.25
41278;cefalexina;"CEPOREXIN DUO 750";"750 mg susp.ped.x 90 ml";Investi;519.57;60;207.83
20636;cefalexina;CEPOREXIN;"Ped.250 mg susp.x 90 ml";Investi;275.84;60;110.34
48516;ceftriaxona;ACANTEX;"1 g IM f.a.x 1";Investi;877.38;60;350.95
48556;ceftriaxona;ACANTEX;"1 g IV f.a.x 1";Investi;614.88;60;245.95
48557;ceftriaxona;ACANTEX;"2 g IV f.a.x 1";Investi;1209.88;60;483.95
48555;ceftriaxona;ACANTEX;"500 mg IM f.a.x 1";Investi;346.42;60;138.57
22402;cistina+asoc.;MEGAPLUS;"sob.monodosis x 30";Investi;1183.85;50;591.93
1287;clindamicina;CLINTOPIC;"loc.x 30 ml";Investi;135.02;60;54.01
48213;clobetasol;CLOBESOL;"espuma x 100 g";Investi;1060.95;50;530.48
1288;clobetasol;CLOBESOL;"ung.x 15 g";Investi;254.85;50;127.43
44511;clobetasol+amonio.lactato;CLOBESOL;"cr.x 20 g";Investi;307.58;50;153.79
12085;clobetasol+amonio.lactato;CLOBESOL;"cr.x 30 g";Investi;460.4;50;230.2
1669;clobetasona;EUMOVATE;"cr.x 15 g";Investi;76.7;50;38.35
29806;clonazepam;RIVOTRIL;"0.25 mg Subl.comp.x 30";Investi;313.43;50;156.72
22869;clonazepam;RIVOTRIL;"0.25 mg comp.x 30";Investi;111.7;50;55.85
17769;clonazepam;RIVOTRIL;"0.25% gts.x 20 ml";Investi;143.74;50;71.87
17546;clonazepam;RIVOTRIL;"0.5 mg comp.x 30";Investi;457.82;50;228.91
14450;clonazepam;RIVOTRIL;"0.5 mg comp.x 50";Investi;580.07;50;290.04
18746;clonazepam;RIVOTRIL;"0.5 mg comp.x 60";Investi;608.81;50;304.41
17547;clonazepam;RIVOTRIL;"2 mg comp.x 30";Investi;432.98;80;86.6
10519;clonazepam;RIVOTRIL;"2 mg comp.x 50";Investi;539.02;80;107.8
18747;clonazepam;RIVOTRIL;"2 mg comp.x 60";Investi;566.09;80;113.22
20139;clotrimazol;IKOLAN;"1% cr.x 25 g";Investi;114.3;50;57.15
2042;clotrimazol;MICOMAZOL;"cr.derm.x 30 g";Investi;417.49;50;208.75
35740;desloratadina;HEXALER;"5 mg comp.rec.x 14";Investi;438.26;50;219.13
35739;desloratadina;HEXALER;"5 mg comp.rec.x 7";Investi;246.29;50;123.15
35738;desloratadina;HEXALER;"jbe.x 60 ml";Investi;411.6;50;205.8
42348;desloratadina+betametasona;"HEXALER CORT";"comp.rec.x 10";Investi;399.54;50;199.77
42349;desloratadina+betametasona;"HEXALER CORT";"jbe.x 60 ml";Investi;474.15;50;237.08
41724;desloratadina+pseudoefedrina;"HEXALER PLUS";"caps.lib.prol.x 10";Investi;372.71;50;186.36
26975;diazepam;VALIUM;"10 mg a.x 5 x 2 ml";Investi;450.36;50;225.18
18322;diazepam;VALIUM;"10 mg comp.x 30";Investi;364.72;50;182.36
4661;diazepam;VALIUM;"10 mg comp.x 50";Investi;535.83;50;267.92
7570;diazepam;VALIUM;"5 mg comp.x 20";Investi;155.67;50;77.84
17548;diazepam;VALIUM;"5 mg comp.x 30";Investi;276.51;50;138.26
18744;diazepam;VALIUM;"5 mg comp.x 60";Investi;432.93;50;216.47
28487;"diclofenac sódico";DICLAC;"150 mg comp.rapirtd.x 10";Investi;443.68;50;221.84
28825;"diclofenac sódico";DICLAC;"150 mg comp.rapirtd.x 20";Investi;869.69;50;434.85
34226;"diclofenac sódico";DICLAC;"150 mg comp.rapirtd.x 5";Investi;128.29;50;64.15
29518;"diclofenac sódico";DICLAC;"75 mg comp.rapirtd.x 10";Investi;143.38;50;71.69
29519;"diclofenac sódico";DICLAC;"75 mg comp.rapirtd.x 20";Investi;238.63;50;119.32
12102;domperidona+bromazepam+simetic.;"VEGESTABIL DIGEST";"comp.x 20";Investi;555.62;50;277.81
13318;domperidona+bromazepam+simetic.;"VEGESTABIL DIGEST";"comp.x 50";Investi;1224.87;50;612.44
23502;doxiciclina;DOXIBIOT;"100 mg comp.x 10";Investi;87.98;60;35.19
23503;doxiciclina;DOXIBIOT;"100 mg comp.x 20";Investi;176.21;60;70.48
3386;ergotamina+cafeína+asoc.;TETRALGIN;"comp.x 100";Investi;1767.2;50;883.6
6032;ergotamina+cafeína+asoc.;TETRALGIN;"comp.x 20";Investi;393.75;50;196.88
2424;ergotamina+cafeína+asoc.;"TETRALGIN NOVO";"comp.x 20";Investi;402.5;50;201.25
2425;ergotamina+cafeína+asoc.;"TETRALGIN NOVO";"comp.x 40";Investi;751.66;50;375.83
708;ergotamina+cafeína+asoc.;TETRALGIN;"comp.x 50";Investi;923.51;50;461.76
38676;estroncio.ranelato;OSTEOVITAL;"sob.x 30 x 2 g";Investi;908.02;50;454.01
45632;fluconazol;"MICORAL FLUCO";"caps.x 1";Investi;198.49;50;99.25
45633;fluconazol;"MICORAL FLUCO";"caps.x 2";Investi;418.01;50;209.01
45634;fluconazol;"MICORAL FLUCO";"caps.x 4";Investi;730.31;50;365.16
16287;flunitrazepam;ROHYPNOL;"1 mg comp.laq.x 30";Investi;405.74;50;202.87
1574;glibenclamida;EUGLUCON;"comp.x 30";Investi;334.81;100;0
1575;glibenclamida;EUGLUCON;"comp.x 60";Investi;662.77;100;0
4754;gliclazida;UNAVA;"comp.x 20";Investi;335.12;100;0
4755;gliclazida;UNAVA;"comp.x 60";Investi;840.53;100;0
3883;griseofulvina;"GRISOVIN FP";"500 mg comp.x 24";Investi;980.5;50;490.25
39973;hierro+vit.b12+fólico.ác.;"SIDERBLUT COMPLEX";"comp.x 30";Investi;640.16;50;320.08
39974;hierro+vit.b12+fólico.ác.;"SIDERBLUT COMPLEX";"comp.x 60";Investi;1155.92;50;577.96
43810;hierro.polimaltosato;"SIDERBLUT POLI";"comp.x 30";Investi;422.69;50;211.35
43811;hierro.polimaltosato;"SIDERBLUT POLI";"comp.x 60";Investi;760.87;50;380.44
38965;hierro.polimaltosato;"SIDERBLUT GOTAS";"gts.x 20 ml";Investi;312.97;50;156.49
2583;hierro.sulfato;SIDERBLUT;"comp.x 30";Investi;524.03;50;262.02
20149;hierro.sulfato;SIDERBLUT;"comp.x 60";Investi;943.5;50;471.75
13853;hierro.sulfato;"FER IN SOL";"jbe.x 120 ml";Investi;122.95;50;61.48
10640;hierro.sulfato;"FER IN SOL";"sol.x 20 ml";Investi;353.97;50;176.99
40641;ibandrónico.ác.;DELTROX;"150 mg comp.rec.x 1";Investi;898.56;50;449.28
38922;ibandrónico.ác.;BONVIVA;"150 mg comp.rec.x 1";Investi;987.74;50;493.87
26051;isotretinoína;ROACCUTAN;"10 mg caps.x 30";Investi;2085.04;50;1042.52
26052;isotretinoína;ROACCUTAN;"20 mg caps.x 30";Investi;3840.32;50;1920.16
2045;ketoconazol;MICORAL;"comp.x 10";Investi;265.84;50;132.92
2046;ketoconazol;MICORAL;"comp.x 30";Investi;490.74;50;245.37
12094;ketoconazol;MICORAL;"cr.x 30 g";Investi;252.3;50;126.15
6121;ketoconazol;MICORAL;"shamp.x 100 ml";Investi;530.08;50;265.04
50455;levetiracetam;LEVITAL;"1000 mg comp.rec.x 30";Investi;6300.94;50;3150.47
50453;levetiracetam;LEVITAL;"500 mg comp.rec.x 30";Investi;3240.95;50;1620.48
50454;levetiracetam;LEVITAL;"500 mg comp.rec.x 60";Investi;6300.94;50;3150.47
52192;levetiracetam;LEVITAL;"sol.oral x 200 ml";Investi;4302.05;50;2151.03
478;levodopa+benserazida;"MADOPAR HBS";"125 mg caps.x 50";Investi;566.7;80;113.34
14144;levodopa+benserazida;"MADOPAR DISPERSABLE";"125 mg tab.dispers.x 100";Investi;1414.16;80;282.83
7516;levodopa+benserazida;MADOPAR;"250 mg comp.x 30";Investi;1061.35;80;212.27
7515;levodopa+benserazida;MADOPAR;"250 mg comp.x 50";Investi;1759.98;80;352
19636;levodopa+benserazida;"MADOPAR DISPERSABLE";"62.5 mg tab.dispers.x100";Investi;1173.12;80;234.62
20141;loperamida;LANSEKA;"2 mg comp.x 10";Investi;236.38;50;118.19
26308;loperamida;LANSEKA;"2 mg comp.x 20";Investi;369.84;50;184.92
8897;lorazepam;APLACASSE;"1 mg comp.x 50";Investi;283.39;50;141.7
8899;lorazepam;APLACASSE;"2.5 mg comp.x 50";Investi;340.72;50;170.36
18902;meloxicam;TENARON;"15 mg comp.x 10";Investi;73.27;50;36.64
22807;meloxicam;TENARON;"15 mg comp.x 20";Investi;145.15;50;72.58
18901;meloxicam;TENARON;"7.5 mg comp.x 15";Investi;82.83;50;41.42
43206;metformina;"METGLUCON 1000 AP";"1000 mg comp.rec.AP x 30";Investi;488.23;100;0
43207;metformina;"METGLUCON 1000 AP";"1000 mg comp.rec.AP x 60";Investi;912.18;100;0
48243;metformina;"METGLUCON 500 AP";"500 mg comp.rec.AP x 30";Investi;435.13;100;0
48241;metformina;"METGLUCON 500 AP";"500 mg comp.rec.AP x 60";Investi;826.86;100;0
42286;metformina;"METGLUCON 850 AP";"850 mg comp.rec.AP x 30";Investi;351.42;100;0
42287;metformina;"METGLUCON 850 AP";"850 mg comp.rec.AP x 60";Investi;702.89;100;0
28164;metformina;"GLUCAMINOL FORTE";"850 mg comp.x 30";Investi;317.7;100;0
28165;metformina;"GLUCAMINOL FORTE";"850 mg comp.x 60";Investi;630.29;100;0
44679;metformina+glibenclamida;"METGLUCON DUO";"500/5 mg comp.x 30";Investi;365.55;80;73.11
44680;metformina+glibenclamida;"METGLUCON DUO";"500/5 mg comp.x 60";Investi;560.49;80;112.1
44676;mometasona;"HEXALER BRONQUIAL";"200 mcg cap.p/inhal.x 60";Investi;963.49;50;481.75
44675;mometasona;"HEXALER BRONQUIAL";"200mcg cap.inh.c/dispx30";Investi;1032.73;50;516.37
44678;mometasona;"HEXALER BRONQUIAL";"400 mcg cap.p/inhal.x 60";Investi;1064.92;50;532.46
44677;mometasona;"HEXALER BRONQUIAL";"400mcg cap.inh.c/dispx30";Investi;1056.23;50;528.12
44672;mometasona;MOMETAX;"cr.x 15 g";Investi;343.69;50;171.85
44673;mometasona;MOMETAX;"cr.x 30 g";Investi;622.85;50;311.43
44674;mometasona;MOMETAX;"loc.x 30 ml";Investi;568.14;50;284.07
41006;mometasona;"HEXALER NASAL";"spray nasal x 120 ds.";Investi;624.95;50;312.48
49181;mometasona+formoterol;"HEXALER BRONQUIAL DUO";"200/10mcg caps.p/inh.x60";Investi;2378.48;50;1189.24
49180;mometasona+formoterol;"HEXALER BRONQUIAL DUO";"400/10mcg caps.p/inh.x60";Investi;2432.7;50;1216.35
52169;montelukast;"AIREAL 10";"10 mg comp.rec.x 30";Investi;1692.95;50;846.48
53189;montelukast;"AIREAL 10";"10 mg comp.rec.x 60";Investi;3047.33;50;1523.67
52171;montelukast;"AIREAL 4";"4 mg comp.mast.x 30";Investi;1507.13;50;753.57
53187;montelukast;"AIREAL 4";"4 mg comp.mast.x 60";Investi;2712.84;50;1356.42
52170;montelukast;"AIREAL 5";"5 mg comp.mast.x 30";Investi;1615.41;50;807.71
53188;montelukast;"AIREAL 5";"5 mg comp.mast.x 60";Investi;2907.7;50;1453.85
44671;mupirocina;PALDAR;"cr.x 15 g";Investi;533.12;50;266.56
44431;orlistat;XENICAL;"120 mg caps.x 21";Investi;542.97;50;271.49
24711;orlistat;XENICAL;"120 mg caps.x 42";Investi;1069.64;50;534.82
21840;orlistat;XENICAL;"120 mg caps.x 84";Investi;2060.15;50;1030.08
25905;oseltamivir;TAMIFLU;"75 mg caps.x 10";Investi;512.52;50;256.26
2824;piroxicam;"PIROXICAM DUPOMAR";"20 mg comp.x 10";Investi;78.61;50;39.31
2825;piroxicam;"PIROXICAM DUPOMAR";"20 mg comp.x 30";Investi;161.35;50;80.68
2832;piroxicam;"PIROXICAM DUPOMAR";"gel x 50 g";Investi;108.33;50;54.17
18699;piroxicam+asoc.;"PIROXICAM RELAX";"comp.x 10";Investi;84.95;50;42.48
2831;piroxicam+asoc.;"PIROXICAM RELAX";"comp.x 30";Investi;196.21;50;98.11
21658;"polimixina b+neomicina+asoc.";OTOSPORIN;"gts.óticas x 10 ml";Investi;270.9;50;135.45
21659;"polimixina b+neomicina+asoc.";"OTOSPORIN L";"gts.óticas x 10 ml";Investi;305.42;50;152.71
49150;pregabalina;PGB;"150 mg caps.x 30";Investi;2335.45;50;1167.73
49149;pregabalina;PGB;"75 mg caps.x 30";Investi;1537.54;50;768.77
49151;pregabalina;"PGB 75 MULTIDOSIS";"75 mg comp.multid.x 15";Investi;826.9;50;413.45
49152;pregabalina;"PGB 75 MULTIDOSIS";"75 mg comp.multid.x 30";Investi;1643.4;50;821.7
54190;quetiapina;"QTP 100";"100 mg comp.rec.x 30";Investi;3295.93;50;1647.97
54191;quetiapina;"QTP 200";"200 mg comp.rec.x 30";Investi;4260;50;2130
54189;quetiapina;"QTP 25";"25 mg comp.rec.x 30";Investi;2002.95;50;1001.48
2820;sodio.cloruro+asoc.;MAR-V;"fco.x 45 ml";Investi;306.18;50;153.09
10614;sulfametoxazol+trimetoprima;BACTRIM;"IV a.x 5 x 5 ml";Investi;921.7;60;368.68
18741;sulfametoxazol+trimetoprima;"BACTRIM FORTE";"comp.x 10";Investi;561.48;60;224.59
18740;sulfametoxazol+trimetoprima;BACTRIM;"comp.x 20";Investi;436.09;60;174.44
6312;sulfametoxazol+trimetoprima;BACTRIM;"jbe.x 100 ml";Investi;423.83;60;169.53
11010;sulpirida+clorazep.dipotásico;VEGESTABIL;"comp.x 30";Investi;670.53;50;335.27
37365;tibolona;"CLIMATIX 1.25";"1.25 mg comp.x 30";Investi;736.73;50;368.37
34128;tibolona;CLIMATIX;"2.5 mg comp.x 30";Investi;884.5;50;442.25
13487;tirotricina+benzocaína+asoc.;"FILOTRICIN A";"caram.x 10";Investi;52.74;50;26.37
10501;tirotricina+benzocaína+asoc.;"FILOTRICIN A";"colut.x 45 ml";Investi;465.98;50;232.99
36922;tirotricina+benzocaína+asoc.;"FILOTRICIN A";"exp.x 6 x 10 caram.";Investi;316.34;50;158.17
51443;tirotricina+benzocaína+asoc.;"FILOTRICIN A";"spray x 30 ml";Investi;451.58;50;225.79
17883;triamcinolona+asoc.;MANTUS;"pda.x 10 g";Investi;236.66;50;118.33
17884;triamcinolona+asoc.;MANTUS;"pda.x 30 g";Investi;380.23;50;190.12
10641;vit.a+vit.c+vit.d;"TRI VI SOL";"sol.x 20 ml";Investi;457.46;50;228.73
29187;bromperidol;BROMODOL;"gts.x 30 ml";Janssen-Cilag;157.76;50;78.88
10508;bromperidol;"BROMODOL DECANOATO";"iny.a.x 1 x 1 ml";Janssen-Cilag;165.43;50;82.72
18992;cilostazol;PLETAAL;"100 mg comp.x 20";Janssen-Cilag;903.02;60;361.21
18993;cilostazol;PLETAAL;"100 mg comp.x 40";Janssen-Cilag;1627.11;60;650.84
18990;cilostazol;PLETAAL;"50 mg comp.x 20";Janssen-Cilag;481.12;60;192.45
18991;cilostazol;PLETAAL;"50 mg comp.x 40";Janssen-Cilag;903.02;60;361.21
4589;cinarizina;"STUGERON RETARD";"caps.x 40";Janssen-Cilag;539.12;50;269.56
4587;cinarizina;"STUGERON FORTE";"comp.x 100";Janssen-Cilag;596.05;50;298.03
4599;cinarizina;STUGERON;"comp.x 60";Janssen-Cilag;240.87;50;120.44
4586;cinarizina;"STUGERON FORTE";"comp.x 60";Janssen-Cilag;432.29;50;216.15
4564;domperidona;MOTILIUM;"comp.x 20";Janssen-Cilag;197.23;50;98.62
38082;fentanilo;"DUROGESIC D-TRANS";"25 mcg/h parch.matriz.x5";Janssen-Cilag;7843.48;50;3921.74
38083;fentanilo;"DUROGESIC D-TRANS";"50 mcg/h parch.matriz.x5";Janssen-Cilag;14117.59;50;7058.8
12283;flunarizina;SIBELIUM;"comp.x 30";Janssen-Cilag;359.71;50;179.86
12284;flunarizina;SIBELIUM;"comp.x 60";Janssen-Cilag;669.19;50;334.6
27213;galantamina;REMINYL;"12 mg tab.x 56";Janssen-Cilag;6118.96;50;3059.48
37381;galantamina;"REMINYL ER";"16 mg caps.x 28";Janssen-Cilag;5384.85;50;2692.43
27210;galantamina;REMINYL;"4 mg tab.x 14";Janssen-Cilag;961.3;50;480.65
37380;galantamina;"REMINYL ER";"8 mg caps.x 28";Janssen-Cilag;3534.98;50;1767.49
3974;haloperidol;HALOPIDOL;"1 mg comp.x 100";Janssen-Cilag;585.54;60;234.22
4554;haloperidol;HALOPIDOL;"10 mg comp.x 60";Janssen-Cilag;2317.93;60;927.17
27873;haloperidol;"HALOPIDOL FORTE";"10 mg sol.x 30 ml";Janssen-Cilag;1268.03;60;507.21
27870;haloperidol;HALOPIDOL;"2 mg/ml sol.oral x 100ml";Janssen-Cilag;301.32;60;120.53
27869;haloperidol;HALOPIDOL;"2 mg/ml sol.oral x 15 ml";Janssen-Cilag;187.22;60;74.89
51726;haloperidol;HALOPIDOL;"2 mg/ml sol.oral x 30 ml";Janssen-Cilag;552.74;60;221.1
3975;haloperidol;HALOPIDOL;"5 mg comp.x 60";Janssen-Cilag;1193.03;60;477.21
28659;haloperidol;HALOPIDOL;"5 mg iny.a.x 5 x 1 ml";Janssen-Cilag;1313.41;60;525.36
4555;haloperidol;"HALOPIDOL DECANOATO";"iny.a.x 1 ml";Janssen-Cilag;771.5;60;308.6
4556;haloperidol;"HALOPIDOL DECANOATO";"iny.a.x 3 ml";Janssen-Cilag;1431.25;60;572.5
28998;itraconazol;SPORANOX;"caps.x 10";Janssen-Cilag;654.3;50;327.15
4598;itraconazol;SPORANOX;"caps.x 15";Janssen-Cilag;904.26;50;452.13
21742;itraconazol;"SPORANOX PULSO";"caps.x 28";Janssen-Cilag;1967.65;50;983.83
7752;itraconazol;SPORANOX;"caps.x 4";Janssen-Cilag;375.63;50;187.82
25700;itraconazol;SPORANOX;"sol.oral x 150 ml";Janssen-Cilag;3577.63;50;1788.82
4573;ketoconazol;ORIFUNGAL;"cr.x 15 g";Janssen-Cilag;394.03;50;197.02
21154;levofloxacina;LEVAQUIN;"500 mg comp.x 7";Janssen-Cilag;1637.27;60;654.91
2276;lincomicina;FRADEMICINA;"300 mg a.x 4 x 1 ml";Janssen-Cilag;832.65;60;333.06
6675;lincomicina;FRADEMICINA;"500 mg caps.x 16";Janssen-Cilag;1253.22;60;501.29
6677;lincomicina;FRADEMICINA;"600 mg a.x 1 x 2 ml";Janssen-Cilag;148.65;60;59.46
4591;loperamida;SUPRASEC;"comp.x 10";Janssen-Cilag;237.8;50;118.9
22451;mebendazol;"NEMASOLE 200";"comp.x 6";Janssen-Cilag;121.75;50;60.88
4567;mebendazol;"NEMASOLE AD";"comp.x 6";Janssen-Cilag;323.12;50;161.56
4566;mebendazol;NEMASOLE;"susp.x 30 ml";Janssen-Cilag;227.78;50;113.89
22452;mebendazol;"NEMASOLE 200";"susp.x 30 ml";Janssen-Cilag;125.44;50;62.72
47987;metilfenidato;CONCERTA;"18 mg comp.x 30";Janssen-Cilag;3796.7;50;1898.35
47988;metilfenidato;CONCERTA;"36 mg comp.x 30";Janssen-Cilag;5430.17;50;2715.09
47989;metilfenidato;CONCERTA;"54 mg comp.x 30";Janssen-Cilag;7383.18;50;3691.59
11834;miconazol;DAKTARIN;"gel oral x 40 g";Janssen-Cilag;253.84;50;126.92
51656;paliperidona;"INVEGA SUSTENNA";"100 mg/1 ml jga.prell.";Janssen-Cilag;28229.57;50;14114.79
51657;paliperidona;"INVEGA SUSTENNA";"150 mg/1.5 ml jga.prell.";Janssen-Cilag;28229.57;50;14114.79
41787;paliperidona;INVEGA;"3 mg comp.lib.prol.x 28";Janssen-Cilag;6576.24;50;3288.12
51655;paliperidona;"INVEGA SUSTENNA";"50 mg/0.5 ml jga.prell.";Janssen-Cilag;15053.6;50;7526.8
41788;paliperidona;INVEGA;"6 mg comp.lib.prol.x 28";Janssen-Cilag;7149.58;50;3574.79
51654;paliperidona;"INVEGA SUSTENNA";"75 mg/0.75 ml jga.prell.";Janssen-Cilag;22192.89;50;11096.45
29641;pimozida;"ORAP FORTE";"4 mg comp.x 20";Janssen-Cilag;295.99;50;148
25423;risperidona;RISPERDAL;"0.25 mg comp.x 20";Janssen-Cilag;321.11;50;160.56
25424;risperidona;RISPERDAL;"0.5 mg comp.x 20";Janssen-Cilag;377.88;50;188.94
13145;risperidona;RISPERDAL;"1 mg comp.x 20";Janssen-Cilag;569.07;50;284.54
14999;risperidona;RISPERDAL;"2 mg comp.x 20";Janssen-Cilag;1502.71;50;751.36
15000;risperidona;RISPERDAL;"2 mg comp.x 60";Janssen-Cilag;4266.66;50;2133.33
32520;risperidona;"RISPERDAL CONSTA";"25 mg vial a.x 1";Janssen-Cilag;7526.71;50;3763.36
52460;risperidona;"RISPERDAL CONSTA";"25 mg vial a.x 1+aguja";Janssen-Cilag;7526.71;50;3763.36
13147;risperidona;RISPERDAL;"3 mg comp.x 20";Janssen-Cilag;2244.39;50;1122.2
13148;risperidona;RISPERDAL;"3 mg comp.x 60";Janssen-Cilag;6305.07;50;3152.54
32521;risperidona;"RISPERDAL CONSTA";"37.5 mg vial a.x 1";Janssen-Cilag;11096.49;50;5548.25
52461;risperidona;"RISPERDAL CONSTA";"37.5 mg vial a.x 1+aguja";Janssen-Cilag;11096.49;50;5548.25
21152;risperidona;RISPERDAL;"4 mg comp.x 20";Janssen-Cilag;2832.98;50;1416.49
21153;risperidona;RISPERDAL;"sol.oral x 100 ml";Janssen-Cilag;4797.3;50;2398.65
22207;risperidona;RISPERDAL;"sol.oral x 30 ml";Janssen-Cilag;1612.21;50;806.11
19762;topiramato;TOPAMAC;"100 mg comp.x 28";Janssen-Cilag;2567.83;80;513.57
34432;topiramato;TOPAMAC;"100 mg comp.x 60";Janssen-Cilag;4961.58;80;992.32
25665;topiramato;"TOPAMAC SPRINKLE";"15 mg caps.disp.x 60";Janssen-Cilag;1443.58;80;288.72
25666;topiramato;"TOPAMAC SPRINKLE";"25 mg caps.disp.x 60";Janssen-Cilag;2487.97;80;497.59
19760;topiramato;TOPAMAC;"25 mg comp.x 28";Janssen-Cilag;915.74;80;183.15
19761;topiramato;TOPAMAC;"50 mg comp.x 28";Janssen-Cilag;1685.04;80;337.01
35114;tramadol+paracetamol;TRAMACET;"comp.x 10";Janssen-Cilag;547.48;50;273.74
41865;tramadol+paracetamol;TRAMACET;"comp.x 20";Janssen-Cilag;930.01;50;465.01
1352;dimenhidrinato;DRAMAMINE;"comp.x 12";"Johnson & Johns";325.04;50;162.52
13287;dimenhidrinato;DRAMAMINE;"comp.x 24";"Johnson & Johns";591.36;50;295.68
31049;"tiras reactivas";"SURE STEP PLUS";"tiras reactivas x 50";"Johnson & Johns";633.95;100;0
31253;amlodipina;AMLOTENS;"10 mg comp.x 30";Klonal;860.96;60;344.38
31252;amlodipina;AMLOTENS;"5 mg comp.x 30";Klonal;473.08;60;189.23
26865;amoxicilina+clavulánico.ác.;KLONALMOX;"Ped.250 mg susp.x 90 ml";Klonal;529.16;60;211.66
19789;atenolol;ATENOBLOCK;"50 mg comp.x 30";Klonal;173.05;80;34.61
30432;atorvastatín;"LIPOVASTATIN KLONAL";"10 mg comp.x 30";Klonal;1042.13;80;208.43
30433;atorvastatín;"LIPOVASTATIN KLONAL";"20 mg comp.x 30";Klonal;1701.87;80;340.37
21822;atropina.sulfato;KLONATROPINA;"sol.oft.x 5 ml";Klonal;360.21;50;180.11
25474;azitromicina;"AZITRONA KLONAL";"200 mg/5 ml susp.x 15 ml";Klonal;238.02;60;95.21
43892;azitromicina;"AZITRONA KLONAL";"500 mg comp.x 6";Klonal;426.02;60;170.41
31254;"betametasona (acet.y fosf.disod)";"BETASONE G RETARD";"a.x 1";Klonal;412.92;50;206.46
23404;carbamazepina;C.M.P.200;"200 mg comp.x 30";Klonal;443.06;80;88.61
37786;carvedilol;"HIPOTEN KLONAL";"12.5 mg comp.ran.x 30";Klonal;447.13;60;178.85
37787;carvedilol;"HIPOTEN KLONAL";"25 mg comp.ran.x 30";Klonal;530.66;60;212.26
37785;carvedilol;"HIPOTEN KLONAL";"6.25 mg comp.ran.x 30";Klonal;349.59;60;139.84
11898;cefadroxilo;KLONDROXIL;"500 mg comp.x 8";Klonal;295.06;60;118.02
19800;ciprofloxacina;CIRFLOX-G;"500 mg comp.x 10";Klonal;562.47;60;224.99
41117;ciprofloxacina+dexametasona;"CIRFLOX OFTAL";"susp.oft.x 5 ml";Klonal;376.32;50;188.16
26854;claritromicina;KLONACID;"125 mg/5 ml jbe.x 60 ml";Klonal;476.36;60;190.54
29850;claritromicina;KLONACID;"500 mg comp.x 16";Klonal;971.61;60;388.64
33790;condroitín.sulfato;LUBRICTIN;"sol.oft.x 10 ml";Klonal;618.15;50;309.08
30440;dexametasona;"NEXADRON OFTAL";"0.1% sol.oft.x 5 ml";Klonal;465.12;50;232.56
45771;dexametasona+neomicina+asoc.;"NEXADRON COMPUESTO";"5/500/50mg% gts.of.x 5ml";Klonal;512.69;50;256.35
31257;enalapril;NALAPRIL;"10 mg comp.x 30";Klonal;278.84;80;55.77
19806;eritromicina;"ERITROMICINA KLONAL";"200 mg susp.x 60 ml";Klonal;187.83;50;93.92
38759;espironolactona;ESPIMAX;"100 mg comp.x 30";Klonal;719.59;50;359.8
38751;espironolactona;ESPIMAX;"25 mg comp.x 30";Klonal;494.55;50;247.28
44489;fenilefrina+tropicamida;MIDRIAX-T;"gts.oft.x 5 ml";Klonal;274.23;50;137.12
20082;fenoximetilpenicilina;"PENFANTIL ORAL";"1500000 UI comp.x 12";Klonal;309.94;60;123.98
20083;fenoximetilpenicilina;"PENFANTIL ORAL";"300000UI/5ml susp.x100ml";Klonal;326.22;60;130.49
31260;fluconazol;KLONARIZOL;"150 mg comp.x 2";Klonal;407.78;50;203.89
2554;furosemida;"FUROSEMIDA KLONAL";"40 mg comp.x 50";Klonal;478.34;80;95.67
45858;hidroclorotiazida+amilorida;AMILOCLOR;"5 mg comp.x 30";Klonal;215.68;50;107.84
26845;hidrocortisona;HIDROCORTISONA;"1% cr.x 15 g";Klonal;214.62;50;107.31
21812;hidrocortisona;HIDROCORTISONA;"10 mg comp.x 30";Klonal;397.08;50;198.54
30424;latanoprost;KLONAPROST;"50mcg/ml sol.oft.x 2.5ml";Klonal;623.04;60;249.22
20074;levodopa+carbidopa;LECARGE;"250/25 mg comp.x 30";Klonal;598.72;80;119.74
49397;losartán;KLOSARTAN;"100 mg comp.x 30";Klonal;1159.12;80;231.82
